start_index	end_index	word_node	word
13	14	315228	L-
15	18	315229	DWD 
19	24	315230	MFKJL 
25	29	315231	>CRJ 
30	34	315232	NFWJ 
35	38	315233	PC< 
39	43	315234	KSWJ 
44	48	315235	XV>H 
52	56	315236	>CRJ 
57	60	315237	>DM 
61	63	315238	L> 
64	68	315239	JXCB 
69	73	315240	JHWH 
74	77	315241	L+W 
78	81	315242	<WN 
82	83	315243	W-
84	87	315244	>JN 
88	89	315245	B-
90	95	315246	RWX+W 
96	100	315247	RMJH 
104	106	315248	KJ 
107	113	315249	HXRCTJ 
114	117	315250	BLW 
118	123	315251	<YMJ+ 
124	125	315252	B-
126	132	315253	C>GT+J 
133	135	315254	KL 
136	137	315255	H-
138	141	315256	JWM 
145	147	315257	KJ 
148	152	315258	JWMM 
153	154	315259	W-
155	159	315260	LJLH 
160	164	315261	TKBD 
165	169	315262	<LJ+ 
170	174	315263	JD+K 
175	179	315264	NHPK 
180	185	315265	LCD+J 
186	187	315266	B-
188	193	315267	XRBNJ 
194	197	315268	QJY 
198	201	315269	SLH 
205	211	315270	XV>T+J 
212	219	315271	>WDJ<+K 
220	221	315272	W-
222	227	315273	<WN+J 
228	230	315274	L> 
231	236	315275	KSJTJ 
237	242	315276	>MRTJ 
243	247	315277	>WDH 
248	251	315278	<LJ 
252	257	315279	PC<J+ 
258	259	315280	L-
260	264	315281	JHWH 
265	266	315282	W-
267	270	315283	>TH 
271	275	315284	NF>T 
276	279	315285	<WN 
280	286	315286	XV>T+J 
287	290	315287	SLH 
294	296	315288	<L 
297	300	315289	Z>T 
301	306	315290	JTPLL 
307	309	315291	KL 
310	314	315292	XSJD 
315	320	315293	>LJ+K 
321	322	315294	L-
323	325	315295	<T 
326	329	315296	MY> 
330	332	315297	RQ 
333	334	315298	L-
335	338	315299	CVP 
339	342	315300	MJM 
343	347	315301	RBJM 
348	353	315302	>LJ+W 
354	356	315303	L> 
357	362	315304	JGJ<W 
366	369	315305	>TH 
370	373	315306	STR 
374	377	315307	L+J 
378	379	315308	M-
380	382	315309	YR 
383	389	315310	TYR+NJ 
390	393	315311	RNJ 
394	397	315312	PLV 
398	406	315313	TSWBB+NJ 
407	410	315314	SLH 
414	421	315315	>FKJL+K 
422	423	315316	W-
424	429	315317	>WR+K 
430	431	315318	B-
432	435	315319	DRK 
436	438	315320	ZW 
439	442	315321	TLK 
443	448	315322	>J<YH 
449	454	315323	<LJ+K 
455	460	315324	<JN+J 
464	466	315325	>L 
467	471	315326	THJW 
472	473	315327	K-
474	477	315328	SWS 
478	479	315329	K-
480	483	315330	PRD 
484	487	315331	>JN 
488	492	315332	HBJN 
493	494	315333	B-
495	498	315334	MTG 
499	500	315335	W-
501	504	315336	RSN 
505	510	315337	<DJ+W 
511	512	315338	L-
513	517	315339	BLWM 
518	520	315340	BL 
521	524	315341	QRB 
525	530	315342	>LJ+K 
535	539	315343	RBJM 
540	547	315344	MK>WBJM 
548	549	315345	L-
550	550	315346	-
551	554	315347	RC< 
555	556	315348	W-
557	558	315349	H-
559	563	315350	BWVX 
564	565	315351	B-
566	570	315352	JHWH 
571	574	315353	XSD 
575	583	315354	JSWBBN+W 
588	592	315355	FMXW 
593	594	315356	B-
595	599	315357	JHWH 
600	601	315358	W-
602	606	315359	GJLW 
607	613	315360	YDJQJM 
614	615	315361	W-
616	622	315362	HRNJNW 
623	625	315363	KL 
626	630	315364	JCRJ 
631	633	315365	LB 
