start_index	end_index	word_node	word
13	14	325151	L-
15	15	325152	-
16	20	325153	MNYX 
21	22	325154	L-
23	26	325155	BNJ 
27	30	325156	QRX 
31	36	325157	MZMWR 
40	44	325158	RYJT 
45	49	325159	JHWH 
50	55	325160	>RY+K 
56	59	325161	CBT 
60	64	325162	CBWT 
65	69	325163	J<QB 
73	77	325164	NF>T 
78	81	325165	<WN 
82	86	325166	<M+K 
87	91	325167	KSJT 
92	94	325168	KL 
95	101	325169	XV>T+M 
102	105	325170	SLH 
109	113	325171	>SPT 
114	116	325172	KL 
117	123	325173	<BRT+K 
124	130	325174	HCJBWT 
131	132	325175	M-
133	137	325176	XRWN 
138	142	325177	>P+K 
146	152	325178	CWB+NW 
153	157	325179	>LHJ 
158	164	325180	JC<+NW 
165	166	325181	W-
167	170	325182	HPR 
171	176	325183	K<S+K 
177	182	325184	<M+NW 
186	187	325185	H-
188	189	325186	L-
190	194	325187	<WLM 
195	199	325188	T>NP 
200	204	325189	B+NW 
205	209	325190	TMCK 
210	214	325191	>P+K 
215	216	325192	L-
217	219	325193	DR 
220	221	325194	W-
222	224	325195	DR 
228	229	325196	H-
230	232	325197	L> 
233	236	325198	>TH 
237	241	325199	TCWB 
242	248	325200	TXJ+NW 
249	250	325201	W-
251	255	325202	<M+K 
256	261	325203	JFMXW 
262	265	325204	B+K 
269	275	325205	HR>+NW 
276	280	325206	JHWH 
281	286	325207	XSD+K 
287	288	325208	W-
289	294	325209	JC<+K 
295	298	325210	TTN 
299	303	325211	L+NW 
307	312	325212	>CM<H 
313	315	325213	MH 
316	320	325214	JDBR 
321	322	325215	H-
323	325	325216	>L 
326	330	325217	JHWH 
331	333	325218	KJ 
334	338	325219	JDBR 
339	343	325220	CLWM 
344	346	325221	>L 
347	351	325222	<M+W 
352	353	325223	W-
354	356	325224	>L 
357	364	325225	XSJDJ+W 
365	366	325226	W-
367	369	325227	>L 
370	375	325228	JCWBW 
376	377	325229	L-
378	382	325230	KSLH 
387	389	325231	>K 
390	394	325232	QRWB 
395	396	325233	L-
397	403	325234	JR>J+W 
404	409	325235	JC<+W 
410	411	325236	L-
412	415	325237	CKN 
416	420	325238	KBWD 
421	422	325239	B-
423	429	325240	>RY+NW 
434	437	325241	XSD 
438	439	325242	W-
440	443	325243	>MT 
444	449	325244	NPGCW 
450	453	325245	YDQ 
454	455	325246	W-
456	460	325247	CLWM 
461	465	325248	NCQW 
470	473	325249	>MT 
474	475	325250	M-
476	479	325251	>RY 
480	484	325252	TYMX 
485	486	325253	W-
487	490	325254	YDQ 
491	492	325255	M-
493	497	325256	CMJM 
498	502	325257	NCQP 
507	509	325258	GM 
510	514	325259	JHWH 
515	518	325260	JTN 
519	520	325261	H-
521	524	325262	VWB 
525	526	325263	W-
527	533	325264	>RY+NW 
534	537	325265	TTN 
538	544	325266	JBWL+H 
549	552	325267	YDQ 
553	554	325268	L-
555	560	325269	PNJ+W 
561	565	325270	JHLK 
566	567	325271	W-
568	571	325272	JFM 
572	573	325273	L-
574	577	325274	DRK 
578	584	325275	P<MJ+W 
