start_index	end_index	word_node	word
13	16	332789	CJR 
17	18	332790	H-
19	24	332791	M<LWT 
25	26	332792	L-
27	30	332793	DWD 
31	36	332794	FMXTJ 
37	38	332795	B-
39	44	332796	>MRJM 
45	48	332797	L+J 
49	52	332798	BJT 
53	57	332799	JHWH 
58	61	332800	NLK 
65	70	332801	<MDWT 
71	74	332802	HJW 
75	82	332803	RGLJ+NW 
83	84	332804	B-
85	91	332805	C<RJ+K 
92	98	332806	JRWCLM 
102	108	332807	JRWCLM 
109	110	332808	H-
111	116	332809	BNWJH 
117	118	332810	K-
119	122	332811	<JR 
123	124	332812	C-
125	129	332813	XBRH 
130	133	332814	L+H 
134	138	332815	JXDW 
142	143	332816	C-
144	146	332817	CM 
147	150	332818	<LW 
151	156	332819	CBVJM 
157	161	332820	CBVJ 
162	164	332821	JH 
165	169	332822	<DWT 
170	171	332823	L-
172	177	332824	JFR>L 
178	179	332825	L-
180	184	332826	HDWT 
185	186	332827	L-
187	189	332828	CM 
190	194	332829	JHWH 
198	200	332830	KJ 
201	204	332831	CMH 
205	209	332832	JCBW 
210	215	332833	KS>WT 
216	217	332834	L-
218	222	332835	MCPV 
223	228	332836	KS>WT 
229	230	332837	L-
231	234	332838	BJT 
235	239	332839	DWJD 
243	247	332840	C>LW 
248	252	332841	CLWM 
253	259	332842	JRWCLM 
260	265	332843	JCLJW 
266	272	332844	>HBJ+K 
276	279	332845	JHJ 
280	284	332846	CLWM 
285	286	332847	B-
287	292	332848	XJL+K 
293	297	332849	CLWH 
298	299	332850	B-
300	309	332851	>RMNWTJ+K 
313	317	332852	LM<N 
318	322	332853	>XJ+ 
323	324	332854	W-
325	329	332855	R<J+ 
330	335	332856	>DBRH 
336	338	332857	N> 
339	343	332858	CLWM 
344	347	332859	B+K 
351	355	332860	LM<N 
356	359	332861	BJT 
360	364	332862	JHWH 
365	372	332863	>LHJ+NW 
373	378	332864	>BQCH 
379	382	332865	VWB 
383	386	332866	L+K 
