start_index	end_index	word_node	word
13	17	326709	JHWH 
18	21	326710	MLK 
22	26	326711	G>WT 
27	30	326712	LBC 
31	34	326713	LBC 
35	39	326714	JHWH 
40	42	326715	<Z 
43	48	326716	HT>ZR 
49	51	326717	>P 
52	56	326718	TKWN 
57	60	326719	TBL 
61	63	326720	BL 
64	68	326721	TMWV 
72	76	326722	NKWN 
77	82	326723	KS>+K 
83	84	326724	M-
85	87	326725	>Z 
88	89	326726	M-
90	94	326727	<WLM 
95	98	326728	>TH 
102	106	326729	NF>W 
107	112	326730	NHRWT 
113	117	326731	JHWH 
118	122	326732	NF>W 
123	128	326733	NHRWT 
129	134	326734	QWL+M 
135	139	326735	JF>W 
140	145	326736	NHRWT 
146	151	326737	DKJ+M 
155	156	326738	M-
157	161	326739	QLWT 
162	165	326740	MJM 
166	170	326741	RBJM 
171	177	326742	>DJRJM 
178	183	326743	MCBRJ 
184	186	326744	JM 
187	191	326745	>DJR 
192	193	326746	B-
194	194	326747	-
195	199	326748	MRWM 
200	204	326749	JHWH 
208	214	326750	<DTJ+K 
215	220	326751	N>MNW 
221	224	326752	M>D 
225	226	326753	L-
227	232	326754	BJT+K 
233	237	326755	N>WH 
238	241	326756	QDC 
242	246	326757	JHWH 
247	248	326758	L-
249	252	326759	>RK 
253	257	326760	JMJM 
