start_index	end_index	word_node	word
13	14	328008	L-
15	18	328009	DWD 
19	23	328010	BRKJ 
24	29	328011	NPC+J 
30	32	328012	>T 
33	37	328013	JHWH 
38	39	328014	W-
40	42	328015	KL 
43	48	328016	QRBJ+ 
49	51	328017	>T 
52	54	328018	CM 
55	60	328019	QDC+W 
64	68	328020	BRKJ 
69	74	328021	NPC+J 
75	77	328022	>T 
78	82	328023	JHWH 
83	84	328024	W-
85	87	328025	>L 
88	93	328026	TCKXJ 
94	96	328027	KL 
97	104	328028	GMWLJ+W 
108	109	328029	H-
110	113	328030	SLX 
114	115	328031	L-
116	118	328032	KL 
119	125	328033	<WN+KJ 
126	127	328034	H-
128	131	328035	RP> 
132	133	328036	L-
134	136	328037	KL 
137	145	328038	TXL>J+KJ 
149	150	328039	H-
151	155	328040	GW>L 
156	157	328041	M-
158	161	328042	CXT 
162	168	328043	XJJ+KJ 
169	170	328044	H-
171	178	328045	M<VR+KJ 
179	182	328046	XSD 
183	184	328047	W-
185	190	328048	RXMJM 
194	195	328049	H-
196	201	328050	MFBJ< 
202	203	328051	B-
204	204	328052	-
205	208	328053	VWB 
209	214	328054	<DJ+K 
215	220	328055	TTXDC 
221	222	328056	K-
223	223	328057	-
224	227	328058	NCR 
228	236	328059	N<WRJ+KJ 
240	243	328060	<FH 
244	249	328061	YDQWT 
250	254	328062	JHWH 
255	256	328063	W-
257	263	328064	MCPVJM 
264	265	328065	L-
266	268	328066	KL 
269	275	328067	<CWQJM 
279	284	328068	JWDJ< 
285	291	328069	DRKJ+W 
292	293	328070	L-
294	297	328071	MCH 
298	299	328072	L-
300	303	328073	BNJ 
304	309	328074	JFR>L 
310	319	328075	<LJLWTJ+W 
323	327	328076	RXWM 
328	329	328077	W-
330	334	328078	XNWN 
335	339	328079	JHWH 
340	343	328080	>RK 
344	348	328081	>PJM 
349	350	328082	W-
351	353	328083	RB 
354	357	328084	XSD 
361	363	328085	L> 
364	365	328086	L-
366	369	328087	NYX 
370	374	328088	JRJB 
375	376	328089	W-
377	379	328090	L> 
380	381	328091	L-
382	386	328092	<WLM 
387	391	328093	JVWR 
396	398	328094	L> 
399	400	328095	K-
401	408	328096	XV>J+NW 
409	412	328097	<FH 
413	417	328098	L+NW 
418	419	328099	W-
420	422	328100	L> 
423	424	328101	K-
425	433	328102	<WNTJ+NW 
434	437	328103	GML 
438	444	328104	<LJ+NW 
449	451	328105	KJ 
452	453	328106	K-
454	457	328107	GBH 
458	462	328108	CMJM 
463	465	328109	<L 
466	467	328110	H-
468	471	328111	>RY 
472	475	328112	GBR 
476	481	328113	XSD+W 
482	484	328114	<L 
485	491	328115	JR>J+W 
496	497	328116	K-
498	501	328117	RXQ 
502	506	328118	MZRX 
507	508	328119	M-
509	513	328120	M<RB 
514	519	328121	HRXJQ 
520	525	328122	MMN+W 
526	528	328123	>T 
529	536	328124	PC<J+NW 
541	542	328125	K-
543	546	328126	RXM 
547	549	328127	>B 
550	552	328128	<L 
553	557	328129	BNJM 
558	561	328130	RXM 
562	566	328131	JHWH 
567	569	328132	<L 
570	576	328133	JR>J+W 
581	583	328134	KJ 
584	587	328135	HW> 
588	591	328136	JD< 
592	598	328137	JYR+NW 
599	603	328138	ZKWR 
604	606	328139	KJ 
607	610	328140	<PR 
611	616	328141	>NXNW 
621	625	328142	>NWC 
626	627	328143	K-
628	628	328144	-
629	633	328145	XYJR 
634	639	328146	JMJ+W 
640	641	328147	K-
642	645	328148	YJY 
646	647	328149	H-
648	651	328150	FDH 
652	654	328151	KN 
655	659	328152	JYJY 
664	666	328153	KJ 
667	670	328154	RWX 
671	675	328155	<BRH 
676	679	328156	B+W 
680	681	328157	W-
682	688	328158	>JNN+W 
689	690	328159	W-
691	693	328160	L> 
694	701	328161	JKJRN+W 
702	705	328162	<WD 
706	712	328163	MQWM+W 
717	718	328164	W-
719	722	328165	XSD 
723	727	328166	JHWH 
728	729	328167	M-
730	734	328168	<WLM 
735	736	328169	W-
737	739	328170	<D 
740	744	328171	<WLM 
745	747	328172	<L 
748	754	328173	JR>J+W 
755	756	328174	W-
757	763	328175	YDQT+W 
764	765	328176	L-
766	769	328177	BNJ 
770	774	328178	BNJM 
779	780	328179	L-
781	785	328180	CMRJ 
786	792	328181	BRJT+W 
793	794	328182	W-
795	796	328183	L-
797	801	328184	ZKRJ 
802	808	328185	PQDJ+W 
809	810	328186	L-
811	817	328187	<FWT+M 
822	826	328188	JHWH 
827	828	328189	B-
829	829	328190	-
830	834	328191	CMJM 
835	839	328192	HKJN 
840	845	328193	KS>+W 
846	847	328194	W-
848	855	328195	MLKWT+W 
856	857	328196	B-
858	858	328197	-
859	861	328198	KL 
862	866	328199	MCLH 
871	875	328200	BRKW 
876	880	328201	JHWH 
881	888	328202	ML>KJ+W 
889	893	328203	GBRJ 
894	896	328204	KX 
897	900	328205	<FJ 
901	906	328206	DBR+W 
907	908	328207	L-
909	912	328208	CM< 
913	914	328209	B-
915	918	328210	QWL 
919	924	328211	DBR+W 
929	933	328212	BRKW 
934	938	328213	JHWH 
939	941	328214	KL 
942	948	328215	YB>J+W 
949	956	328216	MCRTJ+W 
957	960	328217	<FJ 
961	967	328218	RYWN+W 
972	976	328219	BRKW 
977	981	328220	JHWH 
982	984	328221	KL 
985	991	328222	M<FJ+W 
992	993	328223	B-
994	996	328224	KL 
997	1002	328225	MQMWT 
1003	1010	328226	MMCLT+W 
1011	1015	328227	BRKJ 
1016	1021	328228	NPC+J 
1022	1024	328229	>T 
1025	1029	328230	JHWH 
