start_index	end_index	word_node	word
13	14	314387	L-
15	18	314388	DWD 
19	23	314389	JHWH 
24	29	314390	>WR+J 
30	31	314391	W-
32	37	314392	JC<+J 
38	39	314393	M-
40	42	314394	MJ 
43	47	314395	>JR> 
48	52	314396	JHWH 
53	57	314397	M<WZ 
58	62	314398	XJJ+ 
63	64	314399	M-
65	67	314400	MJ 
68	72	314401	>PXD 
76	77	314402	B-
78	81	314403	QRB 
82	86	314404	<LJ+ 
87	92	314405	MR<JM 
93	94	314406	L-
95	98	314407	>KL 
99	101	314408	>T 
102	107	314409	BFR+J 
108	112	314410	YRJ+ 
113	114	314411	W-
115	120	314412	>JBJ+ 
121	124	314413	L+J 
125	128	314414	HMH 
129	133	314415	KCLW 
134	135	314416	W-
136	140	314417	NPLW 
144	146	314418	>M 
147	151	314419	TXNH 
152	156	314420	<LJ+ 
157	161	314421	MXNH 
162	164	314422	L> 
165	169	314423	JJR> 
170	174	314424	LB+J 
175	177	314425	>M 
178	182	314426	TQWM 
183	187	314427	<LJ+ 
188	193	314428	MLXMH 
194	195	314429	B-
196	199	314430	Z>T 
200	203	314431	>NJ 
204	208	314432	BWVX 
212	215	314433	>XT 
216	221	314434	C>LTJ 
222	223	314435	M-
224	226	314436	>T 
227	231	314437	JHWH 
232	237	314438	>WT+H 
238	242	314439	>BQC 
243	248	314440	CBT+J 
249	250	314441	B-
251	254	314442	BJT 
255	259	314443	JHWH 
260	262	314444	KL 
263	266	314445	JMJ 
267	271	314446	XJJ+ 
272	273	314447	L-
274	278	314448	XZWT 
279	280	314449	B-
281	284	314450	N<M 
285	289	314451	JHWH 
290	291	314452	W-
292	293	314453	L-
294	297	314454	BQR 
298	299	314455	B-
300	306	314456	HJKL+W 
310	312	314457	KJ 
313	320	314458	JYPN+NJ 
321	322	314459	B-
323	327	314460	SK+H 
328	329	314461	B-
330	333	314462	JWM 
334	337	314463	R<H 
338	345	314464	JSTR+NJ 
346	347	314465	B-
348	351	314466	STR 
352	357	314467	>HL+W 
358	359	314468	B-
360	363	314469	YWR 
364	372	314470	JRWMM+NJ 
376	377	314471	W-
378	381	314472	<TH 
382	386	314473	JRWM 
387	392	314474	R>C+J 
393	395	314475	<L 
396	401	314476	>JBJ+ 
402	410	314477	SBJBWTJ+ 
411	412	314478	W-
413	418	314479	>ZBXH 
419	420	314480	B-
421	426	314481	>HL+W 
427	431	314482	ZBXJ 
432	437	314483	TRW<H 
438	443	314484	>CJRH 
444	445	314485	W-
446	451	314486	>ZMRH 
452	453	314487	L-
454	458	314488	JHWH 
462	465	314489	CM< 
466	470	314490	JHWH 
471	476	314491	QWL+J 
477	481	314492	>QR> 
482	483	314493	W-
484	489	314494	XN+NJ 
490	491	314495	W-
492	497	314496	<N+NJ 
501	504	314497	L+K 
505	508	314498	>MR 
509	513	314499	LB+J 
514	518	314500	BQCW 
519	523	314501	PNJ+ 
524	526	314502	>T 
527	532	314503	PNJ+K 
533	537	314504	JHWH 
538	542	314505	>BQC 
546	548	314506	>L 
549	553	314507	TSTR 
554	559	314508	PNJ+K 
560	565	314509	MMN+J 
566	568	314510	>L 
569	571	314511	TV 
572	573	314512	B-
574	576	314513	>P 
577	582	314514	<BD+K 
583	589	314515	<ZRT+J 
590	594	314516	HJJT 
595	597	314517	>L 
598	604	314518	TVC+NJ 
605	606	314519	W-
607	609	314520	>L 
610	617	314521	T<ZB+NJ 
618	622	314522	>LHJ 
623	628	314523	JC<+J 
633	635	314524	KJ 
636	640	314525	>B+J 
641	642	314526	W-
643	647	314527	>M+J 
648	655	314528	<ZBW+NJ 
656	657	314529	W-
658	662	314530	JHWH 
663	670	314531	J>SP+NJ 
675	681	314532	HWR+NJ 
682	686	314533	JHWH 
687	692	314534	DRK+K 
693	694	314535	W-
695	700	314536	NX+NJ 
701	702	314537	B-
703	706	314538	>RX 
707	712	314539	MJCWR 
713	717	314540	LM<N 
718	724	314541	CWRRJ+ 
729	731	314542	>L 
732	738	314543	TTN+NJ 
739	740	314544	B-
741	744	314545	NPC 
745	749	314546	YRJ+ 
750	752	314547	KJ 
753	756	314548	QMW 
757	760	314549	B+J 
761	764	314550	<DJ 
765	768	314551	CQR 
769	770	314552	W-
771	774	314553	JPX 
775	778	314554	XMS 
783	787	314555	LWL> 
788	794	314556	H>MNTJ 
795	796	314557	L-
797	801	314558	R>WT 
802	803	314559	B-
804	807	314560	VWB 
808	812	314561	JHWH 
813	814	314562	B-
815	818	314563	>RY 
819	823	314564	XJJM 
828	831	314565	QWH 
832	834	314566	>L 
835	839	314567	JHWH 
840	843	314568	XZQ 
844	845	314569	W-
846	850	314570	J>MY 
851	855	314571	LB+K 
856	857	314572	W-
858	861	314573	QWH 
862	864	314574	>L 
865	869	314575	JHWH 
