start_index	end_index	word_node	word
13	14	316215	L-
15	18	316216	DWD 
19	21	316217	>L 
22	26	316218	TTXR 
27	28	316219	B-
29	29	316220	-
30	35	316221	MR<JM 
36	38	316222	>L 
39	43	316223	TQN> 
44	45	316224	B-
46	49	316225	<FJ 
50	54	316226	<WLH 
58	60	316227	KJ 
61	62	316228	K-
63	63	316229	-
64	68	316230	XYJR 
69	73	316231	MHRH 
74	78	316232	JMLW 
79	80	316233	W-
81	82	316234	K-
83	86	316235	JRQ 
87	90	316236	DC> 
91	97	316237	JBWLWN 
101	104	316238	BVX 
105	106	316239	B-
107	111	316240	JHWH 
112	113	316241	W-
114	117	316242	<FH 
118	121	316243	VWB 
122	125	316244	CKN 
126	129	316245	>RY 
130	131	316246	W-
132	135	316247	R<H 
136	141	316248	>MWNH 
145	146	316249	W-
147	152	316250	HT<NG 
153	155	316251	<L 
156	160	316252	JHWH 
161	162	316253	W-
163	166	316254	JTN 
167	170	316255	L+K 
171	176	316256	MC>LT 
177	181	316257	LB+K 
185	188	316258	GWL 
189	191	316259	<L 
192	196	316260	JHWH 
197	202	316261	DRK+K 
203	204	316262	W-
205	208	316263	BVX 
209	214	316264	<LJ+W 
215	216	316265	W-
217	220	316266	HW> 
221	225	316267	J<FH 
229	230	316268	W-
231	236	316269	HWYJ> 
237	238	316270	K-
239	239	316271	-
240	243	316272	>WR 
244	249	316273	YDQ+K 
250	251	316274	W-
252	258	316275	MCPV+K 
259	260	316276	K-
261	261	316277	-
262	267	316278	YHRJM 
271	274	316279	DWM 
275	276	316280	L-
277	281	316281	JHWH 
282	283	316282	W-
284	290	316283	HTXWLL 
291	294	316284	L+W 
295	297	316285	>L 
298	302	316286	TTXR 
303	304	316287	B-
305	310	316288	MYLJX 
311	316	316289	DRK+W 
317	318	316290	B-
319	322	316291	>JC 
323	326	316292	<FH 
327	332	316293	MZMWT 
336	339	316294	HRP 
340	341	316295	M-
342	344	316296	>P 
345	346	316297	W-
347	350	316298	<ZB 
351	354	316299	XMH 
355	357	316300	>L 
358	362	316301	TTXR 
363	365	316302	>K 
366	367	316303	L-
368	371	316304	HR< 
375	377	316305	KJ 
378	383	316306	MR<JM 
384	390	316307	JKRTWN 
391	392	316308	W-
393	396	316309	QWJ 
397	401	316310	JHWH 
402	405	316311	HMH 
406	411	316312	JJRCW 
412	415	316313	>RY 
420	421	316314	W-
422	425	316315	<WD 
426	429	316316	M<V 
430	431	316317	W-
432	435	316318	>JN 
436	439	316319	RC< 
440	441	316320	W-
442	449	316321	HTBWNNT 
450	452	316322	<L 
453	459	316323	MQWM+W 
460	461	316324	W-
462	468	316325	>JNN+W 
473	474	316326	W-
475	480	316327	<NWJM 
481	486	316328	JJRCW 
487	490	316329	>RY 
491	492	316330	W-
493	499	316331	HT<NGW 
500	502	316332	<L 
503	505	316333	RB 
506	510	316334	CLWM 
515	518	316335	ZMM 
519	522	316336	RC< 
523	524	316337	L-
525	525	316338	-
526	530	316339	YDJQ 
531	532	316340	W-
533	536	316341	XRQ 
537	542	316342	<LJ+W 
543	548	316343	CNJ+W 
553	557	316344	>DNJ 
558	562	316345	JFXQ 
563	566	316346	L+W 
567	569	316347	KJ 
570	573	316348	R>H 
574	576	316349	KJ 
577	580	316350	JB> 
581	586	316351	JWM+W 
591	594	316352	XRB 
595	599	316353	PTXW 
600	605	316354	RC<JM 
606	607	316355	W-
608	612	316356	DRKW 
613	618	316357	QCT+M 
619	620	316358	L-
621	625	316359	HPJL 
626	629	316360	<NJ 
630	631	316361	W-
632	637	316362	>BJWN 
638	639	316363	L-
640	644	316364	VBWX 
645	649	316365	JCRJ 
650	653	316366	DRK 
658	663	316367	XRB+M 
664	668	316368	TBW> 
669	670	316369	B-
671	675	316370	LB+M 
676	677	316371	W-
678	685	316372	QCTWT+M 
686	692	316373	TCBRNH 
697	700	316374	VWB 
701	704	316375	M<V 
705	706	316376	L-
