start_index	end_index	word_node	word
13	16	324838	CJR 
17	22	324839	MZMWR 
23	24	324840	L-
25	28	324841	>SP 
32	37	324842	>LHJM 
38	40	324843	>L 
41	44	324844	DMJ 
45	48	324845	L+K 
49	51	324846	>L 
52	56	324847	TXRC 
57	58	324848	W-
59	61	324849	>L 
62	66	324850	TCQV 
67	69	324851	>L 
73	75	324852	KJ 
76	79	324853	HNH 
80	87	324854	>WJBJ+K 
88	94	324855	JHMJWN 
95	96	324856	W-
97	104	324857	MFN>J+K 
105	109	324858	NF>W 
110	113	324859	R>C 
117	119	324860	<L 
120	124	324861	<M+K 
125	131	324862	J<RJMW 
132	135	324863	SWD 
136	137	324864	W-
138	144	324865	JTJ<YW 
145	147	324866	<L 
148	155	324867	YPWNJ+K 
159	163	324868	>MRW 
164	167	324869	LKW 
168	169	324870	W-
170	177	324871	NKXJD+M 
178	179	324872	M-
180	183	324873	GWJ 
184	185	324874	W-
186	188	324875	L> 
189	193	324876	JZKR 
194	196	324877	CM 
197	202	324878	JFR>L 
203	206	324879	<WD 
210	212	324880	KJ 
213	218	324881	NW<YW 
219	221	324882	LB 
222	226	324883	JXDW 
227	232	324884	<LJ+K 
233	237	324885	BRJT 
238	243	324886	JKRTW 
247	251	324887	>HLJ 
252	256	324888	>DWM 
257	258	324889	W-
259	267	324890	JCM<>LJM 
268	272	324891	MW>B 
273	274	324892	W-
275	280	324893	HGRJM 
284	287	324894	GBL 
288	289	324895	W-
290	294	324896	<MWN 
295	296	324897	W-
297	301	324898	<MLQ 
302	306	324899	PLCT 
307	309	324900	<M 
310	314	324901	JCBJ 
315	318	324902	YWR 
322	324	324903	GM 
325	329	324904	>CWR 
330	334	324905	NLWH 
335	339	324906	<M+M 
340	343	324907	HJW 
344	348	324908	ZRW< 
349	350	324909	L-
351	354	324910	BNJ 
355	358	324911	LWV 
359	362	324912	SLH 
367	370	324913	<FH 
371	375	324914	L+HM 
376	377	324915	K-
378	382	324916	MDJN 
383	384	324917	K-
385	390	324918	SJSR> 
391	392	324919	K-
393	397	324920	JBJN 
398	399	324921	B-
400	403	324922	NXL 
404	409	324923	QJCWN 
414	419	324924	NCMDW 
420	421	324925	B-
422	429	324926	<JN_D>R 
430	433	324927	HJW 
434	437	324928	DMN 
438	439	324929	L-
440	440	324930	-
441	445	324931	>DMH 
450	456	324932	CJT+MW 
457	464	324933	NDJB+MW 
465	466	324934	K-
467	470	324935	<RB 
471	472	324936	W-
473	474	324937	K-
475	478	324938	Z>B 
479	480	324939	W-
481	482	324940	K-
483	486	324941	ZBX 
487	488	324942	W-
489	490	324943	K-
491	496	324944	YLMN< 
497	499	324945	KL 
500	507	324946	NSJK+MW 
512	515	324947	>CR 
516	520	324948	>MRW 
521	526	324949	NJRCH 
527	531	324950	L+NW 
532	534	324951	>T 
535	539	324952	N>WT 
540	545	324953	>LHJM 
550	555	324954	>LHJ+ 
556	562	324955	CJT+MW 
563	564	324956	K-
565	565	324957	-
566	570	324958	GLGL 
571	572	324959	K-
573	575	324960	QC 
576	577	324961	L-
578	581	324962	PNJ 
582	585	324963	RWX 
590	591	324964	K-
592	594	324965	>C 
595	599	324966	TB<R 
600	603	324967	J<R 
604	605	324968	W-
606	607	324969	K-
608	612	324970	LHBH 
613	617	324971	TLHV 
618	622	324972	HRJM 
627	629	324973	KN 
630	636	324974	TRDP+M 
637	638	324975	B-
639	644	324976	S<R+K 
645	646	324977	W-
647	648	324978	B-
649	655	324979	SWPT+K 
656	662	324980	TBHL+M 
667	670	324981	ML> 
671	677	324982	PNJ+HM 
678	682	324983	QLWN 
683	684	324984	W-
685	690	324985	JBQCW 
691	695	324986	CM+K 
696	700	324987	JHWH 
705	709	324988	JBCW 
710	711	324989	W-
712	717	324990	JBHLW 
718	721	324991	<DJ 
722	724	324992	<D 
725	726	324993	W-
727	732	324994	JXPRW 
733	734	324995	W-
735	740	324996	J>BDW 
745	746	324997	W-
747	751	324998	JD<W 
752	754	324999	KJ 
755	758	325000	>TH 
759	763	325001	CM+K 
764	768	325002	JHWH 
769	770	325003	L-
771	775	325004	BD+K 
776	781	325005	<LJWN 
782	784	325006	<L 
785	787	325007	KL 
788	789	325008	H-
790	793	325009	>RY 
